track_id,title,artist_id,album,duration_ms,genre,tags,tempo,energy,danceability,acousticness,valence,instrumentalness,loudness,speechiness,liveness,explicit,release_year,play_count
T002407,Father of Somebody,A0239,Organic regional circuit,109806,Ambient,"studio,lo-fi",152.36606,0.94096595,0.5886052,0.10797261,0.85515827,0.14472963,-28.876518,0.08822227,0.02987724,False,1972,200
T002408,The Color,A0266,Digitized maximized project,264994,Jazz,"a-cappella,studio,british,choir,underground",130.52261,0.33399004,0.88748777,0.4511731,0.6761694,0.0031449148,-25.733374,0.07501684,0.1968178,False,1971,100
T002409,The Attention,A0749,Organized cohesive contingency,331914,Classical,"energetic,female-vocal,morning,2000s",99.77092,0.54118913,0.8709544,0.10484064,0.7362071,0.27864847,-11.817904,0.06904343,0.17838703,False,1967,100
T002410,Assume At,A0551,Fundamental bandwidth-monitore,94564,Hip-Hop,"male-vocal,experimental,lo-fi",165.73479,0.3042097,0.86585426,0.17017023,0.4010949,0.39506942,-16.151226,0.070375405,0.36089578,False,1987,100
T002411,Minute Guy,A0777,Phased interactive groupware,246792,Latin,"melancholic,groove",171.62993,0.56005996,0.18038857,0.13795793,0.37862298,0.05977376,-1.2823346,0.23288211,0.04992729,False,2015,52700
T002412,Raven's As,A0330,Balanced bandwidth-monitored m,246252,R&B,"remix,bass",138.25632,0.7917025,0.40153006,0.41753662,0.8546953,0.00031254132,-12.420971,0.18154147,0.09626449,False,2002,200
T002413,The President,A0433,Grass-roots stable neural-net,290236,Rock,"70s,road-trip,chill,soul,groove,heartbreak",100.049385,0.7854337,0.70685023,0.23811832,0.5672509,0.05069764,-18.275482,0.15164946,0.18211313,False,2011,100
T002414,Katelyn's Law,A0387,Triple-buffered non-volatile s,403061,Reggae,"acoustic,drone,piano,folk-rock,duo",114.47558,0.37292868,0.7229246,0.09217942,0.7361259,0.26345375,-21.760176,0.2808074,0.28112963,True,2015,2700
T002415,Configurable systematic task-force,A0078,Organized context-sensitive le,137322,Reggae,"synth,experimental,fast",147.27492,0.5985747,0.2308488,0.4629691,0.05531993,0.3734239,-15.55478,0.22918218,0.017325137,False,2024,700
T002416,Way Sense,A0186,Enhanced logistical capability,338328,Metal,"neo-soul,soul",91.21927,0.42015904,0.6474614,0.2126836,0.21856956,0.34189856,-3.225671,0.021997344,0.11752672,False,1973,100
T002417,Like Actually,A0423,Virtual static Graphical User ,339101,Rock,"vocals,winter,drone,electric,latin,experimental",125.93299,0.333787,0.64054406,0.030276887,0.0607909,0.168873,-20.085857,0.19481757,0.1733579,True,2003,183700
T002418,Size Represent,A0054,Triple-buffered tangible help-,193297,Folk,"soul,workout,drone,vocals",65.90515,0.13855366,0.95709836,0.6116182,0.519255,0.1739803,-18.669243,0.123127155,0.26987502,False,2004,1400
T002419,The Behavior,A0748,Pre-emptive responsive archive,384069,Jazz,"underground,vocals,neo-soul,trap,ambient,winter",172.7315,0.7126759,0.9502234,0.20458205,0.45506832,0.21572365,-18.157173,0.077195786,0.16198288,False,1992,100
T002420,Intuitive optimizing throughput,A0091,Profit-focused bottom-line sof,374969,Indie,"winter,60s,2020s,slow,rainy-day",113.44063,0.24585514,0.54066235,0.09593554,0.7345309,0.0250148,-4.2172375,0.08843823,0.48927787,False,2000,100
T002421,Whom of Who,A0153,Digitized user-facing superstr,394578,Hip-Hop,"underground,instrumental,trance,female-vocal",122.32786,0.80611014,0.7596556,0.52837116,0.67359304,0.31823954,-10.001214,0.48281568,0.11792683,False,1995,1200
T002422,The High,A0612,Mandatory holistic software,338346,Country,"classic,trance",183.94669,0.50876665,0.39346895,0.547534,0.20519565,0.27635583,-0.5129723,0.16160196,0.11670897,False,1983,200
T002423,Helen's Police,A0072,Total regional parallelism,287560,Indie,"british,live,psychedelic,acoustic",115.47651,0.05467634,0.2591567,0.279996,0.3731115,0.17400083,-18.530107,0.10226253,0.073355794,False,2022,100
T002424,Resource of Attorney,A0729,Fundamental multi-state succes,144614,Folk,"melancholic,dance,ambient",126.52285,0.38492945,0.23413141,0.49195474,0.1220404,0.42141604,-13.507598,0.2723677,0.027780274,False,1976,100
T002425,Outside Everybody,A0586,Inverse fresh-thinking open ar,239030,Metal,"2020s,duo,art-rock,upbeat",101.36037,0.660876,0.42596325,0.063957736,0.20425548,0.36795413,-11.024776,0.20889075,0.026473965,False,1995,100
T002426,Upgradable foreground knowledge user,A0054,Triple-buffered tangible help-,223378,Folk,"solo,ambient,choir,latin,progressive,drill",172.98727,0.65192455,0.7656047,0.4665784,0.44619393,0.32733703,-1.6133097,0.061541814,0.040358573,True,1972,800
T002427,Multi-channeled value-added workforce,A0561,Focused bandwidth-monitored ca,215481,Hip-Hop,"british,a-cappella",121.07182,0.086452395,0.68333554,0.46674368,0.3221897,0.11794383,-25.571175,0.12141277,0.007889686,False,1999,900
T002428,Media Hospital,A0511,Re-contextualized multi-state ,258252,Folk,"noise,summer,african,electric,night,neo-soul",127.467926,0.8699683,0.6360603,0.26690364,0.38935313,0.35929602,-21.151184,0.15213624,0.10579115,True,2009,500000
T002429,The Money,A0608,Enterprise-wide tertiary chall,401226,Hip-Hop,"remix,2000s",128.93057,0.79488355,0.049621843,0.17308626,0.35637015,0.1575097,-12.767312,0.20118092,0.17600696,False,2007,200
T002430,Innovative well-modulated matrix,A0662,Visionary bottom-line frame,362486,Jazz,"acoustic,vocals",154.70912,0.38391823,0.5901153,0.06372108,0.43286216,0.17901121,-10.8595705,0.026913604,0.1378742,False,1980,100
T002431,Intuitive needs-based synergy,A0578,Function-based demand-driven m,392628,Reggae,"trance,a-cappella,drums,folk-rock",135.79688,0.8960625,0.77365255,0.49701884,0.5481345,0.5513988,-8.760859,0.015763002,0.26468322,False,1987,1000
T002432,Customer Drive,A0470,Persistent context-sensitive t,407531,Latin,"neo-soul,cover,instrumental,noise,80s",120.86775,0.7168151,0.53403854,0.29541913,0.41758028,0.39740065,-18.726513,0.11711095,0.044952605,True,2006,100
T002433,Brenda's And,A0262,Versatile demand-driven archit,348211,R&B,"dance,heartbreak,a-cappella,winter,workout",151.67215,0.30404413,0.7448419,0.49760798,0.7571208,0.18435648,-12.790072,0.026180737,0.14923024,False,2016,300
T002434,Rock Head,A0563,User-centric needs-based firmw,411439,Latin,"house,heartbreak,trance",149.24968,0.32246873,0.5826105,0.38695604,0.44501647,0.18183112,-9.27852,0.019675674,0.20499542,False,1966,400
T002435,The It,A0762,Stand-alone bottom-line hub,313532,Rock,"electric,guitar,funk",159.46646,0.7846424,0.6433046,0.3216767,0.513755,0.38557276,-21.256857,0.07243275,0.039908372,False,1976,300
T002436,Persistent maximized Graphic Interface,A0473,Customizable 3rdgeneration sta,394286,Hip-Hop,"duo,house,neo-soul",125.74566,0.6774572,0.9519787,0.03230161,0.20089029,0.38307297,-5.238082,0.25535306,0.09015389,False,1997,200
T002437,Wind of Style,A0536,Assimilated user-facing defini,419472,Rock,"male-vocal,heartbreak,vocals,winter,electric,techno",197.2825,0.5495114,0.88455886,0.69429624,0.6832574,0.318029,-9.397682,0.10256409,0.047254413,True,2020,90600
T002438,Meghan's Interesting,A0347,Organized incremental encoding,407451,Jazz,"energetic,guitar,solo,2020s,piano",140.5618,0.26856843,0.4957861,0.0990155,0.11337637,0.5496566,-17.145203,0.08214694,0.07763257,False,2010,100
T002439,Steven's Way,A0608,Re-contextualized didactic con,302786,Hip-Hop,"dance,noise,female-vocal",171.71727,0.28418395,0.75115883,0.17554627,0.82237124,0.06271674,-29.200525,0.42050952,0.3034437,False,1973,100
T002440,Majority Local,A0797,Polarized contextually-based e,407458,Ambient,"rainy-day,90s,synth,ambient,experimental,trance",125.21385,0.52957714,0.7236977,0.18904288,0.53381693,0.43475646,-14.893545,0.053415604,0.05539946,False,1978,300
T002441,Claim of Change,A0124,Face-to-face value-added proje,327796,Hip-Hop,"choir,90s,mainstream,live,classic,duo",107.18016,0.14355305,0.50977755,0.2715411,0.10233239,0.08768189,-18.395784,0.15360872,0.004076358,True,2011,2000
T002442,Sing Social,A0157,Programmable impactful help-de,230414,Blues,"fast,90s,2020s,male-vocal,noise,funk",133.41179,0.64031833,0.30685508,0.48865435,0.67282265,0.2235723,-5.97474,0.34726566,0.5336039,True,1991,100
T002443,Image Kind,A0435,Object-based uniform challenge,303651,Electronic,"progressive,drone",140.8147,0.3881251,0.33838212,0.909502,0.63785267,0.27896243,-21.385145,0.010931534,0.010380396,False,2000,100
T002444,Assimilated client-driven toolset,A0382,Robust real-time migration,214822,Country,"american,mainstream,study,2010s,lo-fi,70s",103.21512,0.77393943,0.743114,0.3293596,0.27909362,0.1101542,-8.538957,0.11267728,0.26537192,False,1978,300
T002445,The Free,A0458,Persistent intermediate budget,404944,Latin,"70s,underground,lo-fi",165.6012,0.33827153,0.052487206,0.16475391,0.49283072,0.1252179,-8.0069275,0.058388107,0.21914239,False,1961,100
T002446,Patrick's Truth,A0039,Devolved scalable infrastructu,185749,Ambient,"2020s,groove,techno",119.8827,0.27781963,0.5953308,0.49510694,0.45090407,0.22540714,-9.799693,0.0331823,0.0636256,False,2010,100
T002447,Self-enabling coherent initiative,A0321,De-engineered motivating archi,98701,Pop,"melancholic,guitar,2020s,techno,70s",152.47998,0.63132864,0.64642704,0.46611968,0.4206689,0.08291055,-20.281672,0.042078692,0.2344228,False,1965,300
T002448,History Address,A0467,Cross-group 6thgeneration migr,409206,Jazz,"folk-rock,2010s,dance,live,bass",100.33306,0.05068175,0.52396554,0.15483962,0.6048877,0.15758972,-12.516692,0.17580558,0.18998733,False,1982,100
T002449,The Leader,A0470,Innovative foreground parallel,400664,Latin,"instrumental,male-vocal,remix,female-vocal",127.798325,0.46018597,0.5139308,0.23190297,0.3042475,0.111483656,-17.687044,0.11396075,0.3401666,False,2014,400
T002450,The Strong,A0531,Ergonomic systematic adapter,410140,Latin,"solo,drums,road-trip,lo-fi,workout",109.34516,0.05680923,0.6093314,0.5297117,0.5896281,0.115654275,-2.9412322,0.03347924,0.07253058,False,1977,100
T002451,The Television,A0579,Open-architected content-based,276944,Jazz,"spoken-word,a-cappella",118.64561,0.36758992,0.1066785,0.30156592,0.69187033,0.108475536,-10.529066,0.06509019,0.07279106,False,1985,49000
T002452,Dorothy's Consider,A0520,User-centric national open sys,342026,Pop,"electric,vocals,chill,summer,live,a-cappella",154.6318,0.65352947,0.57451516,0.3383265,0.7451662,0.013724762,-5.7643824,0.00200729,0.13144982,False,1963,100
T002453,The City,A0633,Versatile optimal workforce,265920,Hip-Hop,"summer,70s,art-rock",81.90609,0.28722516,0.5463441,0.46877593,0.47348452,0.08763808,-29.30022,0.13057305,0.3684029,True,2014,200
T002454,Reverse-engineered contextually-based da,A0506,Mandatory zero tolerance imple,333866,Blues,"british,post-rock,summer,drums,a-cappella",94.361664,0.30459878,0.37493083,0.21954195,0.20758411,0.11447272,-27.12999,0.04811406,0.47927147,False,2024,200
T002455,Beyond Admit,A0433,Realigned intermediate interfa,338797,Rock,"winter,studio,guitar,noise,female-vocal",110.36832,0.3135811,0.19308574,0.3470938,0.2423451,0.052555963,-9.494472,0.17599691,0.15698837,False,1998,400
T002456,Include Marriage,A0487,Business-focused leadingedge w,103437,Hip-Hop,"love,dance,acoustic",98.23908,0.408344,0.3752495,0.13506538,0.28440142,0.33576906,-11.029765,0.09001943,0.6156952,True,1988,400
T002457,Edward's Green,A0075,Stand-alone background core,361073,Ambient,"90s,soul,instrumental",84.42767,0.6587351,0.9645506,0.07427892,0.17305706,0.040490963,-12.854147,0.1622848,0.09531232,False,1988,900
T002458,James's Modern,A0217,Seamless executive Graphic Int,94272,Classical,"love,road-trip,2020s,studio,duo",174.37558,0.30490473,0.76395065,0.34931323,0.07719523,0.1894687,-11.241141,0.4307713,0.026077056,False,2021,1600
T002459,Including of Cold,A0423,Multi-lateral intermediate cus,109635,Rock,"male-vocal,bass,love,cover,dance,synth",82.731415,0.6872951,0.5313762,0.29058406,0.74947244,0.21115948,-21.53724,0.04392405,0.06976191,False,2017,200
T002460,Floor Themselves,A0701,Reduced transitional instructi,189653,Hip-Hop,"heartbreak,workout",149.84195,0.28059357,0.62339056,0.23586543,0.39649475,0.0819447,-10.508266,0.009733532,0.026831629,False,1976,300
T002461,Too Often,A0546,Secured didactic encoding,130525,Electronic,"night,male-vocal,european,african,choir,spoken-word",123.17701,0.11396023,0.7405982,0.22377825,0.7356607,0.20270032,-2.2912736,0.03277405,0.081160985,False,1962,7200
T002462,The Fall,A0069,Quality-focused incremental sy,388758,Jazz,"lo-fi,piano,funk,electric",82.88418,0.12295797,0.90552944,0.1777151,0.6462138,0.06058714,-22.576773,0.21122159,0.45895562,False,1974,100
T002463,Focused content-based matrix,A0475,Streamlined disintermediate In,352001,Electronic,"trap,live,dance,workout",101.50949,0.7321967,0.97223496,0.37592393,0.7298733,0.07405308,-15.141741,0.056257457,0.11343115,False,2017,1000
T002464,The Policy,A0173,Cross-group client-server leve,158147,Latin,"love,70s,morning",75.322235,0.60330904,0.8704867,0.20743494,0.501138,0.021886732,-4.9082737,0.058143493,0.12080936,False,1979,200
T002465,Shake of Money,A0592,Optimized web-enabled encrypti,184369,Blues,"european,bass",73.41886,0.8360004,0.49379528,0.13030745,0.20381182,0.042631764,-25.31819,0.06576819,0.019956732,True,1971,100
T002466,Ryan's Yourself,A0661,Synergistic dynamic moratorium,266322,Classical,"female-vocal,soul",110.24747,0.7296055,0.1993293,0.22103778,0.17378044,0.22882314,-29.753983,0.0059492006,0.035984814,False,1984,100
T002467,The Together,A0477,Phased 3rdgeneration knowledge,161343,Metal,"summer,techno,90s,70s,morning,love",165.71881,0.6450899,0.37967446,0.66640663,0.42547283,0.020535592,-28.31603,0.12301231,0.04287085,False,2004,100
T002468,Collection of Method,A0474,Polarized solution-oriented ci,132458,Blues,"study,energetic,melancholic,vocals",115.67667,0.18536454,0.79747283,0.37913528,0.3863489,0.030359287,-7.7113953,0.07183022,0.062423185,False,1986,100
T002469,Reduce As,A0274,Digitized analyzing projection,156082,Country,"instrumental,studio",139.64903,0.8019811,0.19116217,0.5102474,0.91068125,0.0958435,-29.958813,0.10935086,0.18215838,False,2019,100
T002470,Head of Born,A0353,Up-sized leadingedge paralleli,170186,Pop,"80s,rainy-day,remix,drums",77.9385,0.75687116,0.496149,0.27739185,0.6349412,0.008446951,-3.4603345,0.2081252,0.20346877,False,1968,500
T002471,Cloned fresh-thinking strategy,A0691,Cross-platform homogeneous inf,134339,Country,"road-trip,trap,post-rock,heartbreak,art-rock",183.39429,0.78557605,0.67854726,0.21149392,0.65943784,0.15006796,-28.279951,0.31085467,0.15403755,False,1981,100
T002472,The Me,A0583,Virtual 24/7 service-desk,139515,Blues,"cover,experimental",106.25472,0.15725565,0.6458805,0.6040983,0.47183016,0.061848167,-11.443896,0.2545334,0.3573012,False,2015,100
T002473,Cathy's Chance,A0415,Devolved fault-tolerant struct,208024,Country,"trap,progressive,workout,2000s",86.50397,0.14660016,0.36432076,0.39335182,0.30281258,0.2613286,-24.20009,0.09838945,0.07071423,False,2008,200
T002474,Easy Natural,A0295,Object-based context-sensitive,340040,Pop,"art-rock,energetic,night,60s,progressive,latin",109.50259,0.16235939,0.46371654,0.18652631,0.60450065,0.070570044,-3.1192324,0.11284994,0.016746525,True,2004,300
T002475,Yes Miss,A0043,Realigned value-added neural-n,150441,Classical,"party,spoken-word,studio,guitar,british",195.74608,0.38378197,0.5300552,0.33022517,0.7771549,0.08062596,-22.27932,0.0018074858,0.20735593,True,2006,600
T002476,Linda's Keep,A0109,Streamlined foreground access,115090,Latin,"2010s,2000s",148.19977,0.6136417,0.5650073,0.24848115,0.6352388,0.27664828,-28.285694,0.18722865,0.17429273,False,2007,1400
T002477,Military of Add,A0150,Exclusive empowering superstru,152181,Hip-Hop,"fast,90s,dance,drill,art-rock,winter",76.94224,0.9047382,0.24614036,0.53271186,0.25046754,0.21460201,-11.158133,0.35016713,0.4934432,False,1961,20200
T002478,Integrated responsive complexity,A0304,Digitized stable collaboration,386616,Latin,"mainstream,african,group",82.67095,0.08955969,0.31739616,0.24823542,0.6144374,0.1508175,-22.772984,0.044218376,0.08793723,True,1983,2800
T002479,Ground of Professor,A0756,Robust didactic moderator,160854,Ambient,"energetic,american",166.77876,0.33387828,0.7466778,0.48887467,0.7103511,0.018447932,-7.8546796,0.09413132,0.029547095,False,1996,8200
T002480,Foreign of Return,A0403,Persistent bifurcated model,169073,Ambient,"60s,house",178.35281,0.41822916,0.81043553,0.42736152,0.5716275,0.16438018,-23.920948,0.045533177,0.07893437,False,1992,100
T002481,The Present,A0185,Business-focused multi-tasking,413875,Rock,"2020s,mainstream,remix,instrumental",71.54206,0.5160895,0.8370508,0.44591373,0.32456705,0.22877693,-13.05335,0.04269538,0.07275392,False,2019,900
T002482,Roy's Campaign,A0077,Persevering actuating hierarch,405612,Country,"male-vocal,ambient,dance,duo,american,post-rock",101.12999,0.8896507,0.7777218,0.27965063,0.20864575,0.1677424,-19.733639,0.016606024,0.35899776,False,1968,100
T002483,Place of Carry,A0273,Switchable methodical knowledg,140674,Blues,"modern,ambient,melancholic,remix,noise",66.61508,0.9145905,0.76293516,0.11487278,0.05194935,0.27564618,-6.6076913,0.12881897,0.14457266,False,2023,100
T002484,Alyssa's Growth,A0652,Open-architected mission-criti,341852,Jazz,"remix,techno,solo,80s",77.39841,0.3008325,0.9401552,0.36812994,0.7417659,0.25363266,-15.830613,0.15379983,0.024121845,False,2017,300
T002485,The Share,A0308,De-engineered explicit approac,390809,Reggae,"summer,melancholic,folk-rock,90s,lo-fi",79.29297,0.8003967,0.5381012,0.18157278,0.76561147,0.0022760788,-24.20984,0.16216896,0.39673474,False,1970,100
T002486,The Hour,A0617,Pre-emptive impactful support,226307,Rock,"acoustic,80s,trance",121.20679,0.7592293,0.74189574,0.75770754,0.9123779,0.104743764,-12.152921,0.20247275,0.24787757,False,1978,300
T002487,Surface Risk,A0643,Switchable 24hour encryption,356840,Pop,"instrumental,drill,post-rock,a-cappella,synth",61.773315,0.40687624,0.20032611,0.46260804,0.7759086,0.048998605,-19.873308,0.02239375,0.052733816,False,1997,26100
T002488,Treat of Career,A0080,Vision-oriented zero administr,344974,Reggae,"progressive,a-cappella,spoken-word,underground,chill",159.85649,0.43929493,0.52077913,0.41862962,0.41405365,0.035782397,-7.9582167,0.13540153,0.026318658,False,2018,200
T002489,Mike's Material,A0488,Customer-focused zero toleranc,285770,Hip-Hop,"60s,bass,dance,trance,american,90s",116.46132,0.10570422,0.54661113,0.5027508,0.62105453,0.26836246,-7.8725085,0.22303668,0.429975,False,1981,100
T002490,At Affect,A0764,Intuitive client-server system,323065,Latin,"winter,bass,drill,female-vocal,underground,house",116.17943,0.39291334,0.34957898,0.03229474,0.5751006,0.3647597,-9.669678,0.07335819,0.40989617,False,1989,100
T002491,The Likely,A0320,User-centric regional algorith,259132,Latin,"90s,groove,70s,trap,party,classic",194.67155,0.84625447,0.7844079,0.29054776,0.18913803,0.041289404,-8.001747,0.3469109,0.10821034,False,2023,100
T002492,Multi-layered intangible encryption,A0043,Assimilated impactful knowledg,272459,Classical,"guitar,60s,2010s",106.35598,0.6394774,0.09396615,0.150205,0.8049927,0.496795,-6.0670686,0.21326408,0.42639068,False,1962,300
T002493,The Determine,A0743,Face-to-face exuding core,134447,Indie,"folk-rock,fast,rainy-day",65.77559,0.6141729,0.34367952,0.01243062,0.3698777,0.012646618,-8.9164715,0.33228445,0.032623533,False,1989,1600
T002494,Inverse system-worthy emulation,A0714,Assimilated optimizing utiliza,274060,Hip-Hop,"fast,trap,60s,experimental",116.68025,0.5502004,0.09448189,0.67318016,0.65509605,0.19174954,-3.89087,0.09493723,0.18263802,False,1999,100
T002495,Where of Try,A0417,De-engineered high-level hardw,159593,Indie,"ambient,workout",125.38679,0.40583625,0.62702376,0.3852889,0.7328022,0.1402051,-6.194765,0.17512485,0.12219268,False,1981,100
T002496,Intuitive scalable leverage,A0440,Quality-focused interactive le,264183,Classical,"progressive,party,fast",125.87412,0.5778665,0.87494785,0.5253805,0.2887654,0.09661614,-23.235767,0.0517004,0.2105672,False,1974,1100
T002497,Grass-roots next generation Graphical Us,A0163,Exclusive multi-state middlewa,223972,Blues,"upbeat,heartbreak",124.922554,0.48007834,0.62164444,0.21024035,0.7196266,0.04288179,-26.986912,0.048366003,0.28140146,True,1987,500000
T002498,Participant of Student,A0656,Sharable background function,214891,Metal,"party,heartbreak,drill",106.7999,0.54282874,0.72120315,0.13834171,0.54058325,0.23401952,-9.961077,0.0070353355,0.11493578,True,2023,3900
T002499,Managed tangible core,A0397,Face-to-face clear-thinking so,120608,Classical,"vocals,upbeat,heartbreak,guitar,fast,latin",136.46823,0.4280416,0.31719482,0.23613392,0.28074473,0.27299932,-6.608473,0.048717726,0.19185121,False,1963,300
T002500,Week of Care,A0032,Profound high-level approach,190387,Ambient,"bass,instrumental,noise,chill",181.89696,0.74895895,0.7635103,0.45141682,0.25557813,0.0132147735,-6.2313557,0.078102075,0.063321635,False,2010,100
T002501,Inverse zero tolerance product,A0552,Synergistic client-driven impl,170818,Metal,"acoustic,winter,modern,group,underground",110.16146,0.1287881,0.2714265,0.45572922,0.8217272,0.06150084,-1.8624097,0.020511,0.05521898,False,1968,600
T002502,Ashley's Which,A0758,Balanced even-keeled instructi,225501,R&B,"funk,ambient,experimental",134.9013,0.42123747,0.9854005,0.16012596,0.5957015,0.085255615,-16.125933,0.027067551,0.39011648,False,1997,100
T002503,Focused tertiary parallelism,A0662,Visionary bottom-line frame,246118,Jazz,"neo-soul,noise",178.65656,0.624724,0.5694,0.16286093,0.788547,0.042356107,-1.1576457,0.09064381,0.1683391,False,1988,300
T002504,Seamless disintermediate encryption,A0221,Compatible didactic model,189062,Reggae,"heartbreak,trap",115.80323,0.6875821,0.4664786,0.13975538,0.28616875,0.26361868,-16.970284,0.022526184,0.09964303,False,1986,100
T002505,Middle of Order,A0046,Persistent actuating concept,404734,Classical,"choir,2010s,instrumental",79.08335,0.5458779,0.27246895,0.40609697,0.5344718,0.36806318,-22.521313,0.06836953,0.03717519,False,1973,100
T002506,Phased 3rdgeneration functionalities,A0753,Optimized dedicated open syste,311634,R&B,"party,love,synth,80s,drone,vocals",120.54521,0.61814165,0.7944425,0.1254534,0.30764303,0.049262583,-6.850296,0.04973175,0.07639196,False,1972,100
T002507,Much Up,A0751,Upgradable system-worthy capac,392772,Latin,"groove,neo-soul",130.64214,0.26157376,0.38559926,0.54451716,0.78130704,0.14656109,-8.3448105,0.062025897,0.14383417,False,2022,100
T002508,Beyond of If,A0429,Exclusive high-level Local Are,342272,Hip-Hop,"slow,modern",181.602,0.8891534,0.6608081,0.3451497,0.19340955,0.14100412,-8.065898,0.012817251,0.041136168,False,1961,400
T002509,Versatile client-server process improvem,A0521,Sharable empowering system eng,374963,Hip-Hop,"psychedelic,groove,modern,remix,study,summer",179.41891,0.21244693,0.594955,0.46845648,0.6264931,0.19224034,-11.044008,0.18401021,0.023283593,False,1971,100
T002510,Fund of Beat,A0363,Total reciprocal moratorium,170153,Indie,"rainy-day,60s,80s",167.58899,0.48112896,0.62678415,0.18723243,0.76593333,0.29143015,-15.195777,0.009407163,0.441006,False,2021,2300
T002511,The Newspaper,A0333,Sharable logistical focus grou,348618,Folk,"drums,cover,instrumental",113.57395,0.4631483,0.72791785,0.31409743,0.6001795,0.2015189,-6.2375326,0.05784595,0.10834764,False,1997,200
T002512,Travis's Player,A0087,Innovative composite protocol,253450,Latin,"african,2010s,drill,european,70s",98.770996,0.45938978,0.6297834,0.106413655,0.4791747,0.36147276,-21.032717,0.089983016,0.039248597,True,2003,100
T002513,The Wear,A0072,Total regional parallelism,322389,Indie,"classic,summer,progressive,melancholic,rainy-day,groove",121.80174,0.28316724,0.2261132,0.5724325,0.5511866,0.14831153,-6.2957673,0.068214215,0.16246292,False,1989,1200
T002514,The Vote,A0185,Versatile object-oriented capa,325623,Rock,"funk,modern,mainstream",104.74237,0.65409935,0.63665044,0.40520468,0.6753871,0.29093522,-2.7557595,0.11559557,0.35196286,True,2011,500
T002515,Upgradable encompassing architecture,A0668,Synergized transitional capaci,278512,Ambient,"guitar,cover,british",197.18886,0.66411847,0.712666,0.56301767,0.38468245,0.067685924,-21.208126,0.3466177,0.10382526,False,2000,200
T002516,The Listen,A0111,Proactive composite archive,174996,Indie,"post-rock,chill,upbeat,spoken-word",71.817696,0.4368365,0.25058547,0.05902188,0.17214116,0.056327723,-26.873129,0.024297316,0.023599146,False,1980,100
T002517,The Improve,A0179,Reverse-engineered 4thgenerati,415439,Electronic,"melancholic,slow,dance,winter,trance,drill",130.81233,0.75965375,0.75957656,0.042871602,0.6049514,0.12949476,-4.1954384,0.15191138,0.12259978,False,2001,100
T002518,Vision-oriented content-based utilizatio,A0438,Proactive background encoding,173198,Ambient,"modern,80s,psychedelic,progressive",113.77789,0.2772248,0.62932676,0.32490128,0.25894368,0.03585802,-24.923176,0.20548287,0.09228258,False,1968,6800
T002519,Speech Fact,A0167,Focused mission-critical utili,280517,Country,"chill,modern,slow,american,road-trip",168.1373,0.050049037,0.35419437,0.30827937,0.4750596,0.102365196,-27.633698,0.03088603,0.2166824,False,1982,200
T002520,The Seek,A0127,Organized context-sensitive so,347753,Hip-Hop,"groove,electric,underground,slow",143.49437,0.5231013,0.72154915,0.18369952,0.83065546,0.09809354,-4.561239,0.14841051,0.33022055,False,1979,200
T002521,The Character,A0451,Reduced systemic project,336320,Blues,"instrumental,summer,post-rock,trance,choir,soul",68.424194,0.61144906,0.7462928,0.59788054,0.587457,0.010323723,-9.462584,0.105016164,0.023674315,False,1990,100
T002522,Himself Thus,A0295,Object-based context-sensitive,373465,Pop,"post-rock,guitar,group,lo-fi,classic",154.26117,0.57951105,0.29255545,0.1929441,0.42922208,0.043269455,-1.3492899,0.0013282325,0.068798654,False,1994,300
T002523,Star of Artist,A0506,De-engineered well-modulated c,272532,Blues,"female-vocal,party,chill,cover",128.96777,0.20075953,0.10118876,0.19860268,0.6467724,0.5464103,-10.214189,0.092794366,0.16447276,False,1968,200
T002524,The Matter,A0736,Persistent incremental project,129415,Blues,"90s,instrumental,african,acoustic,soul",146.26874,0.8053213,0.29701772,0.6734904,0.53393203,0.08289053,-2.6387577,0.078228384,0.022406945,False,2012,25800
T002525,Employee of Dog,A0114,Streamlined 3rdgeneration benc,303169,Classical,"slow,neo-soul",72.815704,0.93416923,0.75878054,0.31601122,0.4204073,0.21337417,-29.859266,0.02655742,0.1380055,False,2001,1900
T002526,Sharable 24hour Graphic Interface,A0737,Future-proofed stable firmware,289375,Folk,"modern,electric,winter,house",131.36736,0.569166,0.42462447,0.024976473,0.8443456,0.24891764,-19.977179,0.076670185,0.14222288,False,1967,100
T002527,The Heart,A0729,Fundamental multi-state succes,226443,Folk,"instrumental,experimental,fast,classic,group,summer",133.96999,0.14942756,0.2608142,0.19562867,0.84713924,0.06345383,-6.2015924,0.05020136,0.13799576,False,1977,200
T002528,Secured mission-critical open architectu,A0662,Visionary bottom-line frame,387079,Jazz,"bass,post-rock,winter",80.47419,0.48215303,0.91980815,0.549036,0.38346216,0.13049284,-24.719454,0.13564351,0.01787652,False,1988,300
T002529,Dustin's Explain,A0510,Ergonomic regional moratorium,222773,Ambient,"male-vocal,neo-soul,chill",146.05072,0.79748005,0.73686117,0.20777798,0.33393684,0.012258869,-14.72228,0.193805,0.08525964,False,1983,100
T002530,Intuitive mobile functionalities,A0500,Re-contextualized transitional,190711,Metal,"study,energetic",187.25005,0.26347,0.39182058,0.18799765,0.4982834,0.063397855,-14.708674,0.12459967,0.052249476,False,1987,100
T002531,Robust national customer loyalty,A0518,Open-source scalable emulation,361537,Folk,"2010s,melancholic,90s",63.555534,0.13397776,0.6424429,0.24306676,0.49485302,0.058505256,-4.997804,0.016731352,0.20552702,False,1969,60200
