listen_id,user_id,track_id,listened_at,completed,source
L00014861,U0416,T001920,2024-03-13 00:04:07,False,web
L00014862,U0287,T005493,2023-08-04 16:17:29,False,app
L00014863,U0323,T001627,2024-03-19 20:11:22,False,app
L00014864,U0366,T002635,2022-01-28 22:03:21,True,app
L00014865,U0357,T008905,2023-10-12 05:12:02,True,api
L00014866,U0319,T008728,2024-08-16 15:51:46,True,web
L00014867,U0067,T004525,2024-04-21 16:43:20,True,app
L00014868,U0439,T004595,2022-11-26 06:51:56,False,app
L00014869,U0004,T005366,2022-06-06 02:25:54,True,app
L00014870,U0212,T000961,2024-10-07 20:09:21,True,web
L00014871,U0217,T002497,2022-06-23 08:35:06,False,app
L00014872,U0498,T005516,2023-04-29 16:40:24,True,app
L00014873,U0044,T003193,2024-04-12 19:17:40,False,app
L00014874,U0237,T002211,2023-09-06 21:53:55,True,web
L00014875,U0178,T006118,2022-10-27 07:41:38,True,app
L00014876,U0048,T005360,2024-07-09 06:20:20,True,app
L00014877,U0111,T003230,2022-08-07 15:18:21,True,api
L00014878,U0211,T009266,2024-10-24 07:59:20,False,api
L00014879,U0458,T007357,2022-05-06 23:45:31,True,api
L00014880,U0194,T005744,2022-01-23 07:14:17,False,api
L00014881,U0440,T002147,2023-04-25 15:53:28,True,app
L00014882,U0366,T006118,2023-08-18 23:22:41,False,app
L00014883,U0409,T006478,2023-07-11 23:03:34,True,widget
L00014884,U0426,T005516,2022-11-06 23:42:41,True,app
L00014885,U0356,T006100,2023-01-03 11:33:01,True,app
L00014886,U0366,T001765,2023-01-27 12:08:51,True,web
L00014887,U0077,T003271,2024-12-16 23:57:42,False,web
L00014888,U0358,T008728,2024-11-24 09:16:25,True,app
L00014889,U0024,T001591,2023-08-25 05:02:30,True,app
L00014890,U0368,T005605,2022-10-10 04:21:28,True,app
L00014891,U0326,T008827,2023-07-21 14:06:04,True,app
L00014892,U0378,T000328,2023-03-27 11:26:13,True,api
L00014893,U0321,T009522,2022-01-17 16:18:13,False,app
L00014894,U0184,T008607,2023-02-05 12:32:05,True,web
L00014895,U0184,T006683,2023-01-21 10:23:59,False,app
L00014896,U0298,T006620,2023-09-16 10:33:34,False,app
L00014897,U0236,T008405,2024-05-21 22:22:44,True,web
L00014898,U0170,T001824,2024-06-22 17:30:59,True,web
L00014899,U0244,T006535,2024-12-27 07:16:26,True,app
L00014900,U0268,T003281,2024-09-25 13:03:59,True,app
L00014901,U0119,T008478,2022-06-19 15:03:24,True,app
L00014902,U0319,T004978,2023-03-21 00:07:57,True,app
L00014903,U0157,T007240,2022-06-12 06:12:20,True,app
L00014904,U0133,T001798,2023-04-03 09:54:48,True,app
L00014905,U0209,T002411,2024-05-13 02:34:10,True,api
L00014906,U0051,T008015,2023-09-21 15:09:28,False,web
L00014907,U0301,T003909,2024-03-04 07:29:46,True,web
L00014908,U0366,T004956,2024-08-27 16:58:20,True,api
L00014909,U0477,T006802,2024-10-27 00:07:09,True,app
L00014910,U0141,T001798,2022-03-29 15:57:09,False,app
L00014911,U0269,T003065,2022-11-30 07:24:17,False,app
L00014912,U0251,T003230,2024-12-01 00:33:36,True,web
L00014913,U0365,T008980,2023-03-19 17:56:14,False,app
L00014914,U0312,T001591,2024-04-21 02:18:43,True,api
L00014915,U0403,T003424,2023-06-29 06:49:51,True,widget
L00014916,U0425,T009421,2023-05-17 04:45:36,True,app
L00014917,U0056,T007951,2022-11-21 02:29:49,True,web
L00014918,U0177,T006430,2023-11-02 03:54:43,True,app
L00014919,U0326,T005143,2022-03-01 12:07:18,True,app
L00014920,U0271,T008022,2024-11-20 11:06:42,False,web
L00014921,U0241,T009306,2024-05-03 01:09:07,True,api
L00014922,U0086,T009078,2022-08-08 12:01:40,True,web
L00014923,U0286,T006100,2023-10-28 17:01:18,True,api
L00014924,U0370,T006802,2024-10-28 06:17:41,True,app
L00014925,U0019,T007341,2022-03-24 11:19:56,True,api
L00014926,U0295,T007787,2022-07-24 12:35:07,True,widget
L00014927,U0453,T006807,2023-07-19 05:38:29,False,web
L00014928,U0286,T001955,2024-11-19 22:56:21,False,api
L00014929,U0476,T007146,2022-03-23 00:07:52,True,app
L00014930,U0176,T003822,2022-01-16 14:52:18,True,web
L00014931,U0001,T002044,2023-04-02 15:56:09,True,app
L00014932,U0341,T001200,2024-02-16 01:21:38,True,app
L00014933,U0106,T002369,2023-12-25 08:59:29,True,web
L00014934,U0004,T004809,2022-02-03 11:02:08,True,app
L00014935,U0090,T002428,2023-04-27 00:28:01,True,app
L00014936,U0467,T006373,2023-05-21 18:31:48,True,app
L00014937,U0390,T009471,2023-06-25 02:55:35,True,app
L00014938,U0137,T000590,2022-01-08 12:11:32,True,web
L00014939,U0299,T001534,2023-05-05 20:09:47,False,app
L00014940,U0169,T002428,2022-02-16 17:14:57,True,app
L00014941,U0088,T007763,2023-05-21 18:55:27,False,app
L00014942,U0494,T002612,2024-05-16 04:46:03,False,app
L00014943,U0406,T002036,2022-02-08 06:14:40,True,api
L00014944,U0181,T001731,2024-10-04 10:18:18,True,app
L00014945,U0176,T001731,2023-09-24 15:49:25,True,web
L00014946,U0407,T006701,2024-02-20 02:54:07,True,app
L00014947,U0230,T006620,2023-06-11 04:56:08,True,api
L00014948,U0188,T003120,2024-07-09 12:38:40,True,web
L00014949,U0193,T004374,2022-11-08 14:18:45,True,app
L00014950,U0223,T006067,2022-06-20 07:32:37,True,app
L00014951,U0260,T009678,2023-06-02 22:06:53,False,api
L00014952,U0020,T006939,2023-10-18 09:31:59,True,app
L00014953,U0240,T007740,2024-07-12 10:04:22,True,web
L00014954,U0219,T009697,2023-06-29 22:25:06,True,app
L00014955,U0137,T003733,2022-04-11 13:45:35,False,app
L00014956,U0177,T000816,2024-07-26 23:33:24,True,web
L00014957,U0212,T006988,2024-06-21 11:36:42,True,app
L00014958,U0183,T001424,2023-09-01 15:36:59,True,app
L00014959,U0454,T004281,2022-03-03 01:40:59,True,app
L00014960,U0264,T006901,2024-09-29 22:17:52,False,app
L00014961,U0251,T005241,2023-12-28 09:29:13,False,widget
L00014962,U0131,T003424,2024-09-22 15:10:05,True,app
L00014963,U0458,T004860,2022-05-19 23:23:19,True,web
L00014964,U0011,T002428,2023-01-12 02:10:37,True,app
L00014965,U0275,T000896,2022-09-09 23:03:53,True,api
L00014966,U0084,T004041,2024-03-27 13:22:26,True,app
L00014967,U0384,T000692,2022-12-11 18:17:00,False,app
L00014968,U0189,T009697,2024-08-26 18:34:08,False,app
L00014969,U0146,T004369,2023-04-05 03:11:55,True,api
L00014970,U0028,T008551,2023-02-05 08:10:13,True,app
L00014971,U0395,T009350,2023-11-05 09:02:32,True,app
L00014972,U0198,T004374,2024-04-28 03:18:15,True,api
L00014973,U0132,T004108,2023-03-04 08:18:22,False,app
L00014974,U0422,T008728,2022-01-01 14:02:23,True,web
L00014975,U0009,T000556,2024-09-26 05:03:19,False,app
L00014976,U0234,T004627,2023-04-13 11:21:40,True,app
L00014977,U0080,T002612,2022-05-03 08:51:06,True,app
L00014978,U0063,T007025,2023-11-29 14:57:41,True,app
L00014979,U0010,T008015,2024-02-28 08:49:58,False,app
L00014980,U0093,T006016,2023-02-04 05:30:50,True,app
L00014981,U0473,T004019,2022-06-23 08:16:02,True,app
L00014982,U0222,T005229,2024-08-25 11:51:00,True,app
L00014983,U0499,T005492,2024-08-03 22:13:26,True,api
L00014984,U0133,T006098,2023-12-16 05:43:26,True,widget
L00014985,U0381,T009078,2022-10-18 17:11:58,True,app
L00014986,U0044,T002437,2023-08-11 04:40:09,True,app
L00014987,U0054,T002056,2023-10-28 00:51:34,True,app
L00014988,U0008,T002002,2024-08-05 18:23:27,True,web
L00014989,U0449,T006525,2024-09-09 15:01:44,True,web
L00014990,U0335,T008905,2024-04-01 00:12:11,False,app
L00014991,U0371,T003230,2023-12-26 10:09:42,False,app
L00014992,U0463,T004132,2022-09-24 14:48:29,True,app
L00014993,U0166,T009524,2022-05-14 09:45:21,True,api
L00014994,U0361,T001723,2024-05-28 01:58:17,False,app
L00014995,U0251,T008516,2022-04-23 21:23:17,True,web
L00014996,U0271,T009417,2023-07-17 08:32:28,True,app
L00014997,U0330,T007740,2023-08-01 16:13:35,True,app
L00014998,U0234,T003277,2022-08-13 19:47:27,True,app
L00014999,U0012,T006173,2022-10-22 08:39:15,True,app
L00015000,U0037,T002858,2024-12-05 09:08:22,False,app
L00015001,U0250,T001421,2024-03-23 14:18:39,True,app
L00015002,U0284,T001242,2023-03-15 02:29:45,True,web
L00015003,U0366,T000198,2024-03-22 16:12:55,True,web
L00015004,U0286,T009697,2022-02-09 02:47:41,False,web
L00015005,U0094,T006181,2022-07-17 22:58:47,True,web
L00015006,U0183,T003193,2024-10-05 15:24:27,False,app
L00015007,U0221,T005516,2024-05-22 20:22:49,False,widget
L00015008,U0491,T006016,2022-05-20 01:26:02,False,app
L00015009,U0266,T001955,2022-08-14 19:41:53,True,app
L00015010,U0317,T002819,2023-05-15 04:10:01,False,app
L00015011,U0367,T005139,2023-03-06 16:57:03,True,api
L00015012,U0181,T008022,2023-07-22 04:08:01,True,app
L00015013,U0482,T001503,2024-07-04 08:16:37,True,app
L00015014,U0337,T008331,2024-04-12 15:30:20,False,app
L00015015,U0424,T005850,2024-03-27 03:12:50,True,app
L00015016,U0374,T004644,2022-03-27 16:10:48,True,app
L00015017,U0310,T001718,2023-05-08 13:34:39,True,app
L00015018,U0015,T005166,2024-03-30 18:06:26,False,web
L00015019,U0291,T003360,2024-02-06 13:59:51,True,app
L00015020,U0064,T001990,2024-02-08 01:37:35,True,web
L00015021,U0301,T008516,2024-05-23 17:32:54,False,app
L00015022,U0350,T004499,2022-12-01 07:10:56,True,web
L00015023,U0272,T000946,2024-06-17 21:35:48,True,web
L00015024,U0154,T003065,2024-05-18 15:28:55,False,app
L00015025,U0029,T001955,2022-08-24 00:27:10,True,app
L00015026,U0335,T009266,2022-07-19 02:25:57,True,app
L00015027,U0349,T002417,2022-12-24 17:52:40,True,widget
L00015028,U0238,T004809,2024-11-24 06:12:15,True,app
L00015029,U0358,T006961,2023-09-11 19:18:28,True,app
L00015030,U0389,T001745,2024-10-19 06:43:47,True,app
L00015031,U0256,T004269,2023-02-21 09:14:06,True,web
L00015032,U0023,T006173,2023-12-25 10:13:17,False,app
L00015033,U0435,T008533,2024-12-19 21:50:19,False,app
L00015034,U0233,T006173,2023-01-10 14:14:43,False,web
L00015035,U0336,T000946,2024-03-13 07:52:30,True,web
L00015036,U0455,T003203,2023-04-09 04:05:26,True,web
L00015037,U0181,T003340,2024-09-15 20:43:13,True,api
L00015038,U0310,T003756,2024-04-15 04:00:46,True,app
L00015039,U0009,T009271,2022-08-16 11:23:17,True,api
L00015040,U0442,T000571,2024-11-13 17:47:27,True,app
L00015041,U0029,T003065,2022-12-08 09:30:14,True,api
L00015042,U0270,T004655,2023-03-17 09:07:19,True,widget
L00015043,U0175,T001000,2023-04-29 19:45:37,True,app
L00015044,U0017,T004608,2024-02-11 13:26:47,False,web
L00015045,U0231,T001242,2024-05-07 02:19:46,False,api
L00015046,U0467,T008015,2024-10-13 22:23:12,True,app
L00015047,U0083,T002612,2022-06-08 06:53:41,True,app
L00015048,U0146,T004921,2024-07-10 18:58:55,True,app
L00015049,U0094,T006016,2022-05-07 18:49:45,True,app
L00015050,U0062,T003066,2023-08-11 16:43:15,True,app
L00015051,U0115,T003340,2024-09-16 09:10:57,True,api
L00015052,U0285,T004831,2024-04-15 15:12:21,True,api
L00015053,U0390,T007775,2024-11-23 22:38:00,True,app
L00015054,U0345,T004448,2022-02-12 09:24:45,True,api
L00015055,U0385,T004644,2023-08-10 12:19:01,False,app
L00015056,U0357,T005744,2022-03-21 22:53:10,False,app
L00015057,U0191,T004178,2024-02-18 16:30:04,True,web
L00015058,U0450,T006802,2022-07-20 19:27:16,True,app
L00015059,U0086,T000068,2022-07-31 22:45:08,True,app
L00015060,U0349,T004608,2022-11-13 06:32:33,True,app
L00015061,U0055,T009078,2024-08-06 16:14:02,False,app
L00015062,U0382,T006004,2023-01-01 13:20:55,True,app
L00015063,U0043,T004614,2024-08-07 16:43:38,False,web
L00015064,U0108,T007319,2023-10-17 22:19:47,False,app
L00015065,U0195,T003909,2022-06-18 00:11:45,True,web
L00015066,U0347,T004550,2022-09-15 05:18:12,True,app
L00015067,U0022,T002036,2024-03-22 08:55:56,True,web
L00015068,U0128,T001430,2024-07-13 17:32:39,True,app
L00015069,U0166,T000475,2022-08-16 23:31:20,True,app
L00015070,U0365,T006807,2023-06-18 06:00:56,True,web
L00015071,U0480,T004575,2023-05-09 02:02:26,False,web
L00015072,U0307,T009266,2023-05-24 04:53:50,False,web
L00015073,U0253,T001872,2022-12-29 04:03:53,True,api
L00015074,U0168,T002417,2024-08-17 02:18:36,True,web
L00015075,U0411,T006100,2024-08-11 13:26:50,False,app
L00015076,U0053,T000692,2023-02-11 14:02:35,True,web
L00015077,U0064,T004795,2023-05-25 03:56:01,False,web
L00015078,U0100,T001430,2024-09-11 01:33:12,True,api
L00015079,U0134,T001765,2024-06-18 20:32:07,False,web
L00015080,U0230,T004831,2023-07-14 11:43:54,True,web
L00015081,U0473,T005432,2023-10-28 05:08:58,False,app
L00015082,U0325,T002161,2024-06-30 08:21:47,False,app
L00015083,U0191,T002612,2023-06-17 21:17:31,True,app
L00015084,U0105,T002719,2024-08-03 21:09:31,True,web
L00015085,U0324,T001673,2024-01-06 11:59:14,True,api
L00015086,U0126,T009522,2023-03-01 07:04:47,False,app
L00015087,U0488,T006491,2022-01-04 12:21:02,False,web
L00015088,U0238,T001272,2024-05-28 15:57:34,True,web
L00015089,U0275,T003370,2023-08-16 23:05:35,True,web
L00015090,U0451,T001835,2023-10-03 04:33:45,True,web
L00015091,U0152,T002354,2022-07-28 16:03:50,True,app
L00015092,U0235,T009266,2024-08-02 22:08:51,True,app
L00015093,U0265,T001576,2024-05-08 03:58:42,True,app
L00015094,U0135,T008516,2022-03-23 06:48:30,False,app
L00015095,U0027,T008022,2024-08-06 13:18:28,True,app
L00015096,U0141,T006939,2023-04-07 13:21:42,True,web
L00015097,U0056,T004659,2024-03-29 08:38:33,True,api
L00015098,U0337,T002554,2024-11-23 21:33:55,True,app
L00015099,U0003,T007949,2024-10-25 03:04:48,True,web
L00015100,U0158,T007949,2024-08-07 07:13:08,True,app
L00015101,U0442,T004956,2022-06-07 09:46:55,True,app
L00015102,U0284,T000627,2023-09-06 15:00:00,False,web
L00015103,U0335,T002036,2022-08-27 14:13:14,True,app
L00015104,U0334,T000692,2024-06-06 20:49:13,False,api
L00015105,U0149,T001955,2024-02-20 01:15:24,True,web
L00015106,U0316,T004809,2023-01-29 11:13:00,True,api
L00015107,U0110,T008289,2024-09-02 07:04:22,True,widget
L00015108,U0317,T006173,2023-07-13 18:30:33,True,app
L00015109,U0341,T005758,2024-02-14 19:26:21,True,app
L00015110,U0438,T007000,2024-01-19 15:49:55,True,app
L00015111,U0459,T006113,2023-12-08 17:35:56,True,api
L00015112,U0011,T004360,2022-08-18 13:45:44,True,widget
L00015113,U0149,T007842,2022-06-26 05:29:22,True,widget
L00015114,U0273,T003089,2023-03-16 17:51:03,True,app
L00015115,U0160,T009180,2024-10-28 10:45:34,False,app
L00015116,U0309,T001335,2024-06-06 18:21:44,True,app
L00015117,U0427,T006100,2024-09-24 17:07:22,True,app
L00015118,U0129,T004795,2023-02-02 04:24:59,True,app
L00015119,U0446,T004178,2023-02-01 02:39:35,True,app
L00015120,U0441,T004205,2024-01-27 10:04:35,True,app
L00015121,U0457,T000590,2022-02-19 17:31:37,True,app
L00015122,U0036,T007025,2024-11-09 05:31:59,True,app
L00015123,U0146,T003347,2024-06-09 00:57:39,True,app
L00015124,U0062,T004594,2024-04-16 01:11:03,False,app
L00015125,U0060,T008191,2024-04-25 05:49:13,True,app
L00015126,U0026,T005493,2024-05-19 18:55:57,True,app
L00015127,U0219,T008253,2023-08-06 08:34:58,True,app
L00015128,U0043,T001591,2022-12-11 11:33:20,True,app
L00015129,U0147,T002640,2024-12-12 15:58:39,True,app
L00015130,U0490,T002323,2022-07-03 23:26:14,True,app
L00015131,U0441,T008607,2024-10-07 08:37:01,False,app
L00015132,U0468,T007443,2024-03-23 01:54:18,True,app
L00015133,U0018,T007949,2024-06-20 10:51:48,True,app
L00015134,U0330,T005415,2023-05-03 19:41:09,True,app
L00015135,U0316,T002301,2024-03-17 05:16:14,False,widget
L00015136,U0066,T003595,2024-01-30 10:52:00,True,app
L00015137,U0453,T005215,2024-07-14 23:03:56,True,api
L00015138,U0202,T000373,2022-12-01 16:26:04,True,app
L00015139,U0488,T006100,2024-03-22 01:54:35,False,app
L00015140,U0056,T008289,2022-08-17 08:51:07,True,app
L00015141,U0325,T003230,2024-12-05 14:40:49,False,app
L00015142,U0065,T006460,2023-07-04 14:54:54,True,app
L00015143,U0474,T004608,2024-09-18 23:07:52,True,web
L00015144,U0303,T000058,2022-05-07 11:47:37,True,api
L00015145,U0037,T002719,2023-01-21 16:45:56,False,api
L00015146,U0107,T004956,2023-09-11 15:17:07,False,web
L00015147,U0179,T006772,2024-12-03 00:46:12,True,web
L00015148,U0006,T004010,2022-09-25 15:39:51,True,app
L00015149,U0004,T001977,2023-05-19 12:07:20,True,app
L00015150,U0462,T000730,2022-06-13 20:04:36,False,api
L00015151,U0490,T006683,2024-05-08 04:05:18,True,api
L00015152,U0268,T003402,2023-06-10 17:09:16,True,app
L00015153,U0451,T006118,2022-09-09 23:11:15,True,web
L00015154,U0327,T002304,2023-10-08 19:45:12,False,app
L00015155,U0014,T007072,2024-02-06 03:24:17,True,app
L00015156,U0357,T003281,2024-05-19 16:03:44,True,web
L00015157,U0009,T000669,2023-01-02 08:29:40,True,app
L00015158,U0408,T004831,2022-11-08 20:05:41,True,app
L00015159,U0183,T006807,2024-01-22 08:13:04,True,app
L00015160,U0070,T009215,2023-09-22 07:14:58,True,web
L00015161,U0129,T009671,2022-08-21 19:38:13,True,app
L00015162,U0341,T004457,2023-09-29 10:51:42,True,web
L00015163,U0423,T005850,2023-10-18 04:34:51,True,app
L00015164,U0285,T005241,2022-07-02 07:24:40,True,widget
L00015165,U0080,T004978,2024-12-20 12:27:54,False,app
L00015166,U0450,T001272,2022-01-22 19:07:41,True,app
L00015167,U0395,T006430,2023-12-20 01:50:45,False,app
L00015168,U0204,T009504,2023-10-27 00:49:02,True,widget
L00015169,U0277,T001460,2022-12-14 13:30:18,True,app
L00015170,U0481,T003120,2023-08-13 10:24:48,True,app
L00015171,U0188,T000897,2022-11-12 23:21:37,False,web
L00015172,U0012,T004010,2024-11-02 23:00:12,True,app
L00015173,U0072,T004599,2023-05-02 03:00:43,False,web
L00015174,U0300,T003393,2023-10-18 03:23:19,False,app
L00015175,U0498,T004594,2023-01-14 19:55:49,True,app
L00015176,U0369,T007740,2022-08-08 04:13:39,False,app
L00015177,U0308,T002211,2022-06-23 19:06:36,False,web
L00015178,U0161,T007128,2024-03-25 09:08:05,True,app
L00015179,U0219,T007631,2024-11-15 10:52:50,True,web
L00015180,U0019,T005516,2022-01-24 19:51:13,True,app
L00015181,U0185,T003150,2022-06-01 13:49:22,True,app
L00015182,U0311,T009264,2024-02-11 03:16:03,True,web
L00015183,U0452,T003402,2022-08-28 09:44:30,True,app
L00015184,U0461,T000627,2024-06-08 19:36:19,True,app
L00015185,U0410,T001576,2024-04-23 11:07:52,True,app
L00015186,U0010,T008728,2022-07-06 10:16:35,True,app
L00015187,U0405,T001731,2022-04-07 21:14:06,True,web
L00015188,U0109,T004369,2022-10-28 17:14:45,True,app
L00015189,U0308,T006491,2022-06-02 05:07:38,True,widget
L00015190,U0473,T005492,2022-04-16 10:57:54,True,app
L00015191,U0443,T006173,2024-10-17 21:39:55,False,app
L00015192,U0332,T003340,2022-08-04 18:02:32,True,app
L00015193,U0149,T006281,2023-08-27 18:43:45,False,app
L00015194,U0260,T000190,2022-10-04 02:43:24,True,app
L00015195,U0351,T002560,2022-07-29 07:35:02,True,web
L00015196,U0257,T001430,2022-11-03 11:06:15,True,app
L00015197,U0202,T004457,2022-09-27 07:19:38,True,app
L00015198,U0201,T001723,2023-05-16 10:00:33,True,app
L00015199,U0299,T005139,2023-10-31 10:13:55,True,widget
L00015200,U0017,T001955,2024-10-31 18:22:14,True,web
L00015201,U0499,T004041,2024-02-09 08:36:02,True,web
L00015202,U0051,T000896,2022-03-22 08:13:26,False,app
L00015203,U0492,T004281,2022-07-08 13:37:38,True,web
L00015204,U0017,T007775,2023-01-09 07:02:13,True,web
L00015205,U0256,T003150,2023-10-19 11:24:29,True,app
L00015206,U0208,T006592,2022-08-28 09:55:27,True,app
L00015207,U0286,T004178,2023-09-02 11:55:55,True,web
L00015208,U0216,T002354,2024-04-05 06:06:55,False,app
L00015209,U0448,T003065,2022-02-01 05:48:22,True,app
L00015210,U0008,T003065,2024-10-20 12:14:20,True,app
L00015211,U0492,T006939,2024-02-06 23:17:11,False,app
L00015212,U0344,T002053,2023-04-20 16:52:09,False,web
L00015213,U0389,T009697,2022-09-01 23:12:54,True,app
L00015214,U0069,T006478,2024-09-13 09:47:28,True,app
L00015215,U0032,T003992,2022-12-15 21:24:24,True,app
L00015216,U0198,T009976,2024-07-27 17:50:28,True,web
L00015217,U0161,T002270,2024-08-30 11:17:12,True,app
L00015218,U0391,T007155,2023-01-27 08:48:19,True,web
L00015219,U0448,T002612,2022-02-08 08:26:47,True,widget
L00015220,U0213,T005062,2022-04-23 00:10:32,True,app
L00015221,U0384,T000689,2023-11-14 05:22:45,True,web
L00015222,U0029,T008099,2024-11-27 16:24:12,True,app
L00015223,U0371,T003402,2024-05-27 00:36:22,True,api
L00015224,U0049,T005530,2024-06-05 12:59:41,False,web
L00015225,U0333,T009180,2024-09-06 00:33:04,True,app
L00015226,U0191,T000552,2024-02-27 01:34:39,True,api
L00015227,U0207,T009524,2022-08-18 22:36:50,False,app
L00015228,U0138,T004956,2023-04-30 00:19:31,True,app
L00015229,U0201,T007433,2023-01-18 05:03:18,True,app
L00015230,U0437,T004594,2022-08-19 21:42:31,True,api
L00015231,U0404,T007842,2023-07-09 02:30:37,True,app
L00015232,U0170,T008518,2023-01-04 05:18:55,True,app
L00015233,U0146,T003733,2024-06-26 17:27:08,True,app
L00015234,U0254,T006709,2023-05-19 05:30:21,True,app
L00015235,U0342,T009976,2023-11-10 22:28:20,True,app
L00015236,U0091,T007124,2023-11-19 18:03:20,True,app
L00015237,U0363,T009395,2022-06-17 09:49:03,True,app
L00015238,U0474,T006884,2022-05-04 19:36:46,True,app
L00015239,U0422,T003246,2023-06-12 05:41:19,True,api
L00015240,U0274,T007935,2024-02-23 10:26:03,True,app
L00015241,U0159,T006378,2023-12-03 18:00:43,True,app
L00015242,U0161,T000556,2024-03-07 12:38:15,True,app
L00015243,U0370,T001835,2024-07-17 14:12:31,False,app
L00015244,U0227,T002560,2024-12-19 06:40:18,True,web
L00015245,U0053,T006939,2024-05-12 12:04:29,True,app
L00015246,U0338,T007708,2024-05-02 15:47:11,True,app
L00015247,U0069,T007935,2023-11-15 05:00:14,False,app
L00015248,U0493,T000783,2024-12-19 20:57:59,True,app
L00015249,U0208,T000879,2024-06-09 20:32:56,True,app
L00015250,U0170,T002998,2022-03-11 20:36:42,True,web
L00015251,U0027,T006473,2022-03-18 02:55:25,False,web
L00015252,U0083,T008022,2024-10-13 21:40:48,True,app
L00015253,U0473,T008425,2024-10-29 07:46:23,True,app
L00015254,U0268,T002147,2024-05-23 13:38:06,False,app
L00015255,U0450,T007283,2024-04-26 19:03:45,True,web
L00015256,U0477,T006115,2023-09-13 05:22:20,True,app
L00015257,U0024,T009180,2023-12-26 03:34:00,True,api
L00015258,U0190,T007322,2023-01-22 17:08:53,True,app
L00015259,U0419,T004965,2023-11-07 12:43:21,True,app
L00015260,U0247,T007476,2022-06-08 06:39:32,True,widget
L00015261,U0254,T003089,2023-08-18 23:34:59,True,app
L00015262,U0285,T007555,2022-03-17 04:56:52,True,api
L00015263,U0350,T007435,2022-08-24 07:05:43,True,web
L00015264,U0469,T008289,2023-01-30 03:21:08,False,app
L00015265,U0443,T002414,2023-11-20 07:34:10,False,web
L00015266,U0312,T008253,2023-03-26 00:36:05,True,api
L00015267,U0288,T001798,2023-04-01 22:59:06,True,api
L00015268,U0180,T007300,2024-04-09 13:04:12,False,app
L00015269,U0058,T009180,2024-03-20 17:50:49,False,web
L00015270,U0354,T000571,2022-10-07 16:48:12,True,web
L00015271,U0001,T006037,2022-08-19 01:56:14,False,web
L00015272,U0349,T006207,2022-11-02 17:05:22,True,web
L00015273,U0248,T007842,2022-06-12 14:59:30,True,app
L00015274,U0393,T001200,2022-07-22 00:32:08,False,web
L00015275,U0474,T008956,2024-11-07 14:41:51,False,app
L00015276,U0276,T009969,2023-08-01 19:31:36,False,web
L00015277,U0286,T006430,2022-06-13 14:04:19,False,app
L00015278,U0243,T004224,2024-12-11 14:47:14,True,app
L00015279,U0186,T006098,2023-07-29 22:33:03,False,app
L00015280,U0044,T000692,2022-09-22 19:12:09,True,app
L00015281,U0015,T007054,2023-01-28 23:32:55,True,web
L00015282,U0361,T000846,2023-02-20 10:44:52,True,widget
L00015283,U0457,T003204,2023-09-14 20:02:04,True,web
L00015284,U0026,T001624,2023-01-23 16:32:24,True,app
L00015285,U0163,T006802,2022-01-11 01:01:22,True,app
L00015286,U0304,T005711,2022-10-31 22:59:35,False,app
L00015287,U0352,T006535,2024-07-31 13:25:40,True,app
L00015288,U0367,T000730,2024-08-19 01:21:50,False,web
L00015289,U0347,T003424,2023-03-18 11:15:54,True,app
L00015290,U0041,T004019,2024-05-16 20:17:37,False,web
L00015291,U0126,T005768,2022-10-13 16:29:05,True,app
L00015292,U0234,T001190,2022-11-15 12:23:52,True,app
L00015293,U0031,T006118,2022-12-09 14:14:18,False,web
L00015294,U0171,T003909,2024-07-05 06:35:18,True,web
L00015295,U0192,T008905,2024-11-25 17:35:30,False,widget
L00015296,U0489,T004374,2024-11-06 00:40:41,True,app
L00015297,U0158,T001190,2023-02-08 17:57:28,True,app
L00015298,U0485,T001200,2024-02-20 13:46:58,False,web
L00015299,U0350,T002497,2023-05-31 00:02:23,True,web
L00015300,U0346,T002369,2024-07-14 19:15:04,True,web
L00015301,U0409,T007707,2024-08-03 23:57:22,True,app
L00015302,U0421,T006709,2024-07-28 23:14:15,True,api
L00015303,U0111,T000897,2024-12-26 00:11:49,False,app
L00015304,U0210,T008253,2022-09-22 22:58:25,True,app
L00015305,U0264,T001052,2022-08-26 08:16:21,True,app
L00015306,U0488,T007537,2022-05-28 08:16:54,True,api
L00015307,U0020,T001272,2024-04-19 18:29:17,False,app
L00015308,U0238,T003553,2023-09-03 21:03:53,False,api
L00015309,U0107,T007025,2024-04-18 18:32:43,True,web
L00015310,U0103,T002497,2023-10-18 15:28:08,True,app
L00015311,U0380,T001272,2023-04-03 19:52:15,True,web
L00015312,U0100,T007569,2024-05-07 07:10:21,False,web
L00015313,U0396,T006491,2023-11-22 20:31:57,False,api
L00015314,U0496,T008728,2023-06-15 18:00:35,True,app
L00015315,U0388,T006115,2023-07-25 10:04:39,False,app
L00015316,U0084,T000896,2023-06-01 03:16:02,False,app
L00015317,U0071,T006100,2022-07-20 16:13:20,True,web
L00015318,U0218,T007888,2023-01-29 12:40:51,True,web
L00015319,U0275,T000946,2022-05-10 21:07:57,True,app
L00015320,U0389,T001553,2024-03-11 02:41:03,True,app
L00015321,U0211,T006448,2024-02-04 02:16:36,False,app
L00015322,U0083,T007590,2023-12-18 04:33:37,True,app
L00015323,U0495,T003360,2022-11-20 03:35:52,True,api
L00015324,U0452,T006861,2024-12-13 15:46:17,False,web
L00015325,U0327,T001798,2024-03-28 11:08:02,True,app
